gene_id	symbol
CHM13_G0042595	MIR297
CHM13_G0042596	LYPLA1P2
CHM13_G0042597	AC004062.1
CHM13_G0042598	RNU6-289P
CHM13_G0042599	AC083795.1
CHM13_G0042600	AC083795.2
CHM13_G0042601	AC139718.2
CHM13_G0042602	AC139718.1
CHM13_G0042603	AC004704.1
CHM13_G0042604	CCDC34P1
CHM13_G0042605	TUBB8P3
CHM13_G0042606	AC093663.1
CHM13_G0042607	FAM241A
CHM13_G0042608	AC093663.2
CHM13_G0042609	AC109347.1
CHM13_G0042610	AP1AR
CHM13_G0042611	AC109347.2
CHM13_G0042612	TIFA
CHM13_G0042613	ALPK1
CHM13_G0042614	RTEL1P1
CHM13_G0042615	TOX4P1
CHM13_G0042616	NEUROG2
CHM13_G0042617	NEUROG2-AS1
CHM13_G0042618	RPL23AP94
CHM13_G0042619	ZGRF1
CHM13_G0042620	H3P14
CHM13_G0042621	LARP7
CHM13_G0042622	MIR302CHG
CHM13_G0042623	MIR367
CHM13_G0042624	MIR302D
CHM13_G0042625	MIR302A
CHM13_G0042626	MIR302C
CHM13_G0042627	MIR302B
CHM13_G0042628	OSTCP4
CHM13_G0042629	AC106864.1
CHM13_G0042630	WRBP1
CHM13_G0042631	AC017007.3
CHM13_G0042632	Y_RNA
CHM13_G0042633	RPL7AP30
CHM13_G0042634	AC017007.4
CHM13_G0042635	ANK2
CHM13_G0042636	AC017007.2
CHM13_G0042637	AC017007.5
CHM13_G0042638	AC017007.1
CHM13_G0042639	ANK2-AS1
CHM13_G0042640	AC093879.1
CHM13_G0042641	MIR1243
CHM13_G0042642	MIR8082
CHM13_G0042643	AC004057.1
CHM13_G0042644	RN7SL184P
CHM13_G0042645	RNU1-138P
CHM13_G0042646	CAMK2D
CHM13_G0042647	AC111193.1
CHM13_G0042648	MSTRG.4335
CHM13_G0042649	AC104779.1
CHM13_G0042650	AC093815.1
CHM13_G0042651	UGT8
CHM13_G0042652	MIR577
CHM13_G0042653	CIR1P2
CHM13_G0042654	RN7SL808P
CHM13_G0042655	NDST4
CHM13_G0042656	MRPS33P3
CHM13_G0042657	RPF2P2
CHM13_G0042658	PGAM4P2
CHM13_G0042659	KRT18P21
CHM13_G0042660	AC027613.1
CHM13_G0042661	EIF3KP3
CHM13_G0042662	TTC39CP1
CHM13_G0042663	MTRNR2L13
CHM13_G0042664	MIR1973
CHM13_G0042665	TRMT112P1
CHM13_G0042666	CUL4AP1
CHM13_G0042667	AC106892.1
CHM13_G0042668	ACTN4P1
CHM13_G0042669	AC093765.5
CHM13_G0042670	AC093765.4
CHM13_G0042671	AC093765.3
CHM13_G0042672	AC093765.2
CHM13_G0042673	RNU6-119P
CHM13_G0042674	AC093765.1
CHM13_G0042675	TRAM1L1
CHM13_G0042676	AC107399.1
CHM13_G0042677	LINC02262
CHM13_G0042678	LINC02263
CHM13_G0042679	LINC01378
CHM13_G0042680	RPSAP35
CHM13_G0042681	NT5C3AP1
CHM13_G0042682	AC092661.1
CHM13_G0042683	LINC02264
CHM13_G0042684	NDST3
CHM13_G0042685	FKBP4P1
CHM13_G0042686	SNHG8
CHM13_G0042687	SNORA24
CHM13_G0042688	PRSS12
CHM13_G0042689	NDUFS5P5
LOFF_G0002082	AL731661.1
CHM13_G0042690	AC092670.1
CHM13_G0042691	CEP170P1
LOFF_G0002083	AL606534.2
LOFF_G0002084	AL606534.1
CHM13_G0042692	AC110079.1
LOFF_G0002085	AL669831.2
CHM13_G0042693	RNU6-1054P
LOFF_G0002086	AC093392.2
LOFF_G0002087	AC093752.3
CHM13_G0042694	CICP16
LOFF_G0002088	AC096582.2
CHM13_G0042695	SEPTIN14P4
LOFF_G0002089	AC092192.1
CHM13_G0042696	METTL14-DT
CHM13_G0042697	METTL14
CHM13_G0042698	SEC24D
CHM13_G0042699	SYNPO2
CHM13_G0042700	AC096745.1
CHM13_G0042701	MYOZ2
CHM13_G0042702	AC092656.1
CHM13_G0042703	MSTRG.4340
CHM13_G0042704	C4orf3
CHM13_G0042705	FABP2
CHM13_G0042706	KLHL2P1
CHM13_G0042707	RNU4-33P
CHM13_G0042708	AC110373.1
CHM13_G0042709	GTF2IP12
CHM13_G0042710	AC093752.3
LOFF_G0002090	AC093392.2
CHM13_G0042711	RNU6-1217P
LOFF_G0002091	AL669831.2
CHM13_G0042712	AC093752.1
CHM13_G0042713	AC093752.2
CHM13_G0042714	PDE5A
CHM13_G0042715	AC080089.1
CHM13_G0042716	AC080089.2
CHM13_G0042717	LINC01365
CHM13_G0042718	AC097173.1
CHM13_G0042719	LINC02502
CHM13_G0042720	Y_RNA
CHM13_G0042721	AC097173.2
CHM13_G0042722	MAD2L1
CHM13_G0042723	AC073475.1
CHM13_G0042724	LTV1P1
CHM13_G0042725	SAR1AP3
CHM13_G0042726	AC025741.1
CHM13_G0042727	PRDM5
CHM13_G0042728	RNU6-550P
CHM13_G0042729	SETP12
CHM13_G0042730	NDNF
CHM13_G0042731	RN7SKP137
CHM13_G0042732	AC105254.1
CHM13_G0042733	AC105254.2
CHM13_G0042734	TNIP3
CHM13_G0042735	RNU6-948P
CHM13_G0042736	QRFPR
CHM13_G0042737	Y_RNA
CHM13_G0042738	AC093816.1
CHM13_G0042739	TUBB4BP5
CHM13_G0042740	ANXA5
CHM13_G0042741	TMEM155
CHM13_G0042742	PP12613
CHM13_G0042743	EXOSC9
CHM13_G0042744	CCNA2
CHM13_G0042745	BBS7
CHM13_G0042746	AC079341.1
CHM13_G0042747	TRPC3
LOFF_G0002092	RNF185-AS1
CHM13_G0042748	AC097533.1
CHM13_G0042749	RN7SL335P
CHM13_G0042750	MSTRG.4346
CHM13_G0042751	ADAD1
CHM13_G0042752	IL2
CHM13_G0042753	IL21
CHM13_G0042754	IL21-AS1
CHM13_G0042755	AC053545.1
CHM13_G0042756	CETN4P
CHM13_G0042757	BBS12
CHM13_G0042758	AC021205.2
CHM13_G0042759	MSTRG.4347
CHM13_G0042760	AC021205.1
CHM13_G0042761	AC021205.3
CHM13_G0042762	NUDT6
CHM13_G0042763	MSTRG.4348
CHM13_G0042764	AC026402.1
CHM13_G0042765	AC026402.2
CHM13_G0042766	SPRY1
CHM13_G0042767	AC093821.1
CHM13_G0042768	LINC02435
CHM13_G0042769	LINC01091
CHM13_G0042770	AC096732.1
CHM13_G0042771	RPL21P50
CHM13_G0042772	AC093767.1
CHM13_G0042773	AC108075.1
CHM13_G0042774	PPIAP76
CHM13_G0042775	AC121154.1
CHM13_G0042776	AC133530.1
CHM13_G0042777	AC097474.1
CHM13_G0042778	TECRP2
CHM13_G0042779	LINC02516
CHM13_G0042780	MSTRG.4349
CHM13_G0042781	FAT4
CHM13_G0042782	AC079835.1
CHM13_G0042783	MIR2054
CHM13_G0042784	AC104664.1
CHM13_G0042785	NUP58P1
CHM13_G0042786	TMEM248P1
CHM13_G0042787	LINC02379
CHM13_G0042788	H3P15
CHM13_G0042789	AC097528.1
CHM13_G0042790	RBM48P1
CHM13_G0042791	Y_RNA
CHM13_G0042792	AC096773.1
CHM13_G0042793	AC093772.1
CHM13_G0042794	AC093772.2
CHM13_G0042795	AC097462.1
CHM13_G0042796	AC097462.2
CHM13_G0042797	AC097462.3
CHM13_G0042798	INTU
CHM13_G0042799	SLC25A31
CHM13_G0042800	HSPA4L
CHM13_G0042801	AC093591.3
CHM13_G0042802	AC093591.1
CHM13_G0042803	AC093591.2
CHM13_G0042804	PLK4
CHM13_G0042805	RNU6-583P
CHM13_G0042806	MFSD8
CHM13_G0042807	ABHD18
CHM13_G0042808	LARP1B
CHM13_G0042809	AC099340.1
CHM13_G0042810	FOSL1P1
CHM13_G0042811	PGRMC2
CHM13_G0042812	LINC02615
CHM13_G0042813	AC110609.1
CHM13_G0042814	AC078850.1
CHM13_G0042815	AC078850.2
CHM13_G0042816	JADRR
CHM13_G0042817	JADE1
CHM13_G0042818	SCLT1
CHM13_G0042819	AC093783.1
CHM13_G0042820	AC093826.2
CHM13_G0042821	C4orf33
CHM13_G0042822	AC093826.1
CHM13_G0042823	ZSWIM5P3
CHM13_G0042824	AC105417.1
CHM13_G0042825	AC082650.1
CHM13_G0042826	AC082650.2
CHM13_G0042827	LINC02466
CHM13_G0042828	LINC02465
CHM13_G0042829	EEF1GP8
CHM13_G0042830	LINC02479
CHM13_G0042831	PGBD4P4
CHM13_G0042832	GAPDHP56
CHM13_G0042833	AC093831.2
CHM13_G0042834	AC093831.1
CHM13_G0042835	AC093902.1
CHM13_G0042836	AC025554.1
CHM13_G0042837	RNU6-224P
CHM13_G0042838	LINC02377
CHM13_G0042839	AC105424.1
CHM13_G0042840	RN7SL205P
CHM13_G0042841	SNHG27
CHM13_G0042842	SNORA70
CHM13_G0042843	AC107393.1
CHM13_G0042844	RPL7AP28
LOFF_G0002093	CR382285.2
CHM13_G0042845	AC096711.2
CHM13_G0042846	AC093916.1
CHM13_G0042847	AC096711.1
CHM13_G0042848	ELL2P2
CHM13_G0042849	AC114741.1
CHM13_G0042850	LINC01256
CHM13_G0042851	AARS1P1
CHM13_G0042852	AC115622.1
CHM13_G0042853	AC110751.1
CHM13_G0042854	AC105383.1
CHM13_G0042855	R3HDM2P1
CHM13_G0042856	PCDH10
CHM13_G0042857	AC108052.1
CHM13_G0042858	AC105252.1
CHM13_G0042859	AC079380.1
CHM13_G0042860	AC015631.1
CHM13_G0042861	AC096763.1
CHM13_G0042862	PABPC4L
CHM13_G0042863	PES1P1
CHM13_G0042864	LINC02462
CHM13_G0042865	AC093722.1
CHM13_G0042866	AC104619.2
CHM13_G0042867	AC104619.4
CHM13_G0042868	AC104619.1
CHM13_G0042869	AC104619.3
CHM13_G0042870	AC107463.1
CHM13_G0042871	LINC02485
CHM13_G0042872	U6
CHM13_G0042873	KRT18P54
CHM13_G0042874	TARS2P1
CHM13_G0042875	AC105362.1
CHM13_G0042876	LINC00613
CHM13_G0042877	RNU1-89P
CHM13_G0042878	AC104136.1
CHM13_G0042879	AC073429.2
CHM13_G0042880	AC018680.1
CHM13_G0042881	AC073429.1
CHM13_G0042882	TERF1P3
CHM13_G0042883	AC093875.1
CHM13_G0042884	LINC02511
CHM13_G0042885	LINC02510
CHM13_G0042886	SERF1AP1
CHM13_G0042887	STMN1P2
CHM13_G0042888	RPS23P2
CHM13_G0042889	PCDH18
CHM13_G0042890	LINC02172
CHM13_G0042891	AC116563.2
CHM13_G0042892	AC116563.1
CHM13_G0042893	AC131956.2
CHM13_G0042894	AC131956.3
CHM13_G0042895	AC131956.1
CHM13_G0042896	AC097511.1
CHM13_G0042897	LINC00616
CHM13_G0042898	SLC7A11-AS1
CHM13_G0042899	SLC7A11
CHM13_G0042900	AC093903.1
CHM13_G0042901	LINC00498
CHM13_G0042902	LINC00499
CHM13_G0042903	LINC00500
CHM13_G0042904	AC105416.1
CHM13_G0042905	AC098859.1
CHM13_G0042906	AC098859.2
CHM13_G0042907	AC093766.1
CHM13_G0042908	AC109927.1
CHM13_G0042909	AC109927.2
CHM13_G0042910	NOCT
CHM13_G0042911	ELF2
CHM13_G0042912	RNU6-531P
CHM13_G0042913	RN7SL382P
CHM13_G0042914	PPP1R14BP3
CHM13_G0042915	AC024032.2
CHM13_G0042916	RN7SL311P
CHM13_G0042917	AC024032.1
CHM13_G0042918	RNU6-506P
CHM13_G0042919	RNU6-1074P
CHM13_G0042920	MGARP
CHM13_G0042921	NDUFC1
CHM13_G0042922	NAA15
CHM13_G0042923	RNU6-1214P
CHM13_G0042924	AC097376.3
CHM13_G0042925	AC097376.2
CHM13_G0042926	AC097376.1
CHM13_G0042927	RAB33B
CHM13_G0042928	SETD7
CHM13_G0042929	FTH1P24
CHM13_G0042930	AC112236.2
CHM13_G0042931	AC112236.3
CHM13_G0042932	AC112236.1
CHM13_G0042933	MGST2
CHM13_G0042934	RN7SKP237
CHM13_G0042935	H3P16
CHM13_G0042936	MAML3
CHM13_G0042937	AC108053.1
CHM13_G0042938	RN7SKP253
CHM13_G0042939	AC131182.1
CHM13_G0042940	SCOC
CHM13_G0042941	SCOC-AS1
CHM13_G0042942	NDUFB4P9
CHM13_G0042943	RPL14P3
CHM13_G0042944	CLGN
CHM13_G0042945	MGAT4D
CHM13_G0042946	AC093671.1
CHM13_G0042947	ELMOD2
CHM13_G0042948	UCP1
CHM13_G0042949	AC108019.2
CHM13_G0042950	RN7SL152P
CHM13_G0042951	AC108019.1
CHM13_G0042952	TBC1D9
CHM13_G0042953	TNRC18P1
CHM13_G0042954	RNY1P14
CHM13_G0042955	AC096733.1
CHM13_G0042956	AC096733.2
CHM13_G0042957	Y_RNA
CHM13_G0042958	RNF150
CHM13_G0042959	ZNF330
CHM13_G0042960	AC107220.1
CHM13_G0042961	LINC02432
CHM13_G0042962	AC097504.1
CHM13_G0042963	AC097504.2
CHM13_G0042964	LINC02276
CHM13_G0042965	IL15
CHM13_G0042966	INPP4B
CHM13_G0042967	RPL5P13
CHM13_G0042968	LSM3P4
CHM13_G0042969	AC139720.2
CHM13_G0042970	AC139720.1
CHM13_G0042971	AC104596.1
CHM13_G0042972	AC104596.2
CHM13_G0042973	USP38
CHM13_G0042974	AC097658.2
CHM13_G0042975	Y_RNA
CHM13_G0042976	GAB1
CHM13_G0042977	MIR3139
CHM13_G0042978	AC097658.1
CHM13_G0042979	AC097658.3
CHM13_G0042980	RPSAP36
CHM13_G0042981	AC104685.1
CHM13_G0042982	SMARCA5-AS1
CHM13_G0042983	SMARCA5
CHM13_G0042984	AC139713.1
CHM13_G0042985	AC107223.1
CHM13_G0042986	GUSBP5
CHM13_G0042987	FREM3
CHM13_G0042988	AC104090.1
CHM13_G0042989	GYPE
LOFF_G0002094	AL606834.1
CHM13_G0042990	AC093890.1
CHM13_G0042991	GYPB
CHM13_G0042992	AC093890.2
CHM13_G0042993	GYPA
CHM13_G0042994	AC098588.3
CHM13_G0042995	AC098588.2
CHM13_G0042996	AC106871.1
CHM13_G0042997	KRT18P51
CHM13_G0042998	HHIP-AS1
CHM13_G0042999	MSTRG.4370
CHM13_G0043000	AC098588.1
CHM13_G0043001	ANAPC10
CHM13_G0043002	HSPD1P5
CHM13_G0043003	AC109811.1
CHM13_G0043004	AC109811.2
CHM13_G0043005	RN7SKP235
CHM13_G0043006	MSTRG.4371
CHM13_G0043007	OTUD4
CHM13_G0043008	Y_RNA
CHM13_G0043009	RPS23P4
CHM13_G0043010	LINC02266
CHM13_G0043011	RTN3P1
CHM13_G0043012	AC079228.1
CHM13_G0043013	AC093796.1
CHM13_G0043014	NMNAT1P4
CHM13_G0043015	SMAD1
CHM13_G0043016	SMAD1-AS2
CHM13_G0043017	SMAD1-AS1
CHM13_G0043018	MMAA
CHM13_G0043019	NCOA4P3
CHM13_G0043020	AC093864.1
CHM13_G0043021	C4orf51
CHM13_G0043022	ZNF827
CHM13_G0043023	AC104791.2
CHM13_G0043024	AC104791.1
CHM13_G0043025	Y_RNA
CHM13_G0043026	AC108206.1
CHM13_G0043027	LINC01095
CHM13_G0043028	LSM6
CHM13_G0043029	AC097372.2
CHM13_G0043030	REELD1
CHM13_G0043031	AC097372.3
CHM13_G0043032	AC097372.1
CHM13_G0043033	SLC10A7
CHM13_G0043034	MIR7849
CHM13_G0043035	RNU1-44P
CHM13_G0043036	POU4F2
CHM13_G0043037	TTC29
CHM13_G0043038	AC092435.2
CHM13_G0043039	AC092435.1
CHM13_G0043040	AC092435.3
CHM13_G0043041	AC092435.4
CHM13_G0043042	AC097450.1
CHM13_G0043043	MIR548G
CHM13_G0043044	AC010683.1
CHM13_G0043045	PRMT5P1
CHM13_G0043046	EDNRA
CHM13_G0043047	AC093908.1
CHM13_G0043048	GTF2F2P1
CHM13_G0043049	LINC02507
CHM13_G0043050	AC093835.1
CHM13_G0043051	TMEM184C
CHM13_G0043052	PRMT9
CHM13_G0043053	ARHGAP10
CHM13_G0043054	RNA5SP165
CHM13_G0043055	MIR4799
CHM13_G0043056	RN7SL254P
CHM13_G0043057	AC115621.1
CHM13_G0043058	NR3C2
CHM13_G0043059	AC069272.1
CHM13_G0043060	AC002460.2
CHM13_G0043061	ASS1P8
CHM13_G0043062	RNA5SP166
CHM13_G0043063	AC108935.1
CHM13_G0043064	ATP5MGP4
CHM13_G0043065	AC093648.1
CHM13_G0043066	AC002460.1
CHM13_G0043067	RNU7-197P
CHM13_G0043068	AC108156.1
CHM13_G0043069	LINC02430
CHM13_G0043070	LINC02355
CHM13_G0043071	IQCM
CHM13_G0043072	AC108168.1
CHM13_G0043073	AC093893.1
CHM13_G0043074	AKIRIN2P1
CHM13_G0043075	RNA5SP167
CHM13_G0043076	RNU6-1230P
CHM13_G0043077	AC105343.1
CHM13_G0043078	AC105343.2
CHM13_G0043079	DCLK2
CHM13_G0043080	RNU7-194P
CHM13_G0043081	LRBA
CHM13_G0043082	AC092612.1
CHM13_G0043083	AC110813.1
CHM13_G0043084	MAB21L2
CHM13_G0043085	ZBTB8OSP1
CHM13_G0043086	RNA5SP168
CHM13_G0043087	AK4P6
CHM13_G0043088	RPS3A
CHM13_G0043089	SNORD73B
CHM13_G0043090	SH3D19
CHM13_G0043091	SNORD73A
CHM13_G0043092	AC095055.1
CHM13_G0043093	AC104819.1
CHM13_G0043094	PRSS48
CHM13_G0043095	AC104819.2
CHM13_G0043096	RNU6-1282P
CHM13_G0043097	AC104819.3
CHM13_G0043098	FAM160A1-DT
CHM13_G0043099	FAM160A1
CHM13_G0043100	RN7SKP35
CHM13_G0043101	GATB
CHM13_G0043102	AC092611.1
CHM13_G0043103	AC107074.1
CHM13_G0043104	AC112242.2
CHM13_G0043105	AC112242.1
CHM13_G0043106	AC097375.2
CHM13_G0043107	AC097375.1
CHM13_G0043108	AC097375.4
CHM13_G0043109	AC097375.3
CHM13_G0043110	RNA5SP169
CHM13_G0043111	AC097375.5
CHM13_G0043112	LINC02273
CHM13_G0043113	AC079340.3
CHM13_G0043114	AC079340.1
CHM13_G0043115	AC079340.2
CHM13_G0043116	RN7SL446P
CHM13_G0043117	AC080078.1
CHM13_G0043118	AC080078.2
CHM13_G0043119	FBXW7
CHM13_G0043120	FBXW7-AS1
CHM13_G0043121	AC023424.2
CHM13_G0043122	MIR3140
CHM13_G0043123	MIR4453HG
CHM13_G0043124	MIR4453
CHM13_G0043125	RPS3AP18
CHM13_G0043126	AC023424.1
CHM13_G0043127	TMEM154
CHM13_G0043128	AC106882.1
CHM13_G0043129	TIGD4
CHM13_G0043130	ARFIP1
CHM13_G0043131	NSA2P6
CHM13_G0043132	FAM192BP
CHM13_G0043133	AC093599.2
CHM13_G0043134	FHDC1
CHM13_G0043135	AC093599.1
CHM13_G0043136	TRIM2
CHM13_G0043137	AC013477.2
CHM13_G0043138	RNU6-1196P
CHM13_G0043139	AC013477.1
CHM13_G0043140	ANXA2P1
CHM13_G0043141	MND1
CHM13_G0043142	RN7SL419P
CHM13_G0043143	MSTRG.4386
CHM13_G0043144	AC106865.2
CHM13_G0043145	AC106865.1
CHM13_G0043146	WDR45P1
CHM13_G0043147	TLR2
CHM13_G0043148	RNF175
CHM13_G0043149	AC020703.1
CHM13_G0043150	SFRP2
CHM13_G0043151	AC079298.3
CHM13_G0043152	DCHS2
CHM13_G0043153	AC079298.1
CHM13_G0043154	AC079298.2
CHM13_G0043155	AC110775.1
CHM13_G0043156	AC110753.1
CHM13_G0043157	PLRG1
CHM13_G0043158	RNU6-1285P
CHM13_G0043159	AC107385.1
CHM13_G0043160	FGB
CHM13_G0043161	FGA
CHM13_G0043162	FGG
CHM13_G0043163	AC107385.2
CHM13_G0043164	LRAT
CHM13_G0043165	NDUFB2P1
CHM13_G0043166	AC009567.1
CHM13_G0043167	AC009567.2
CHM13_G0043168	RBM46
CHM13_G0043169	RNU2-66P
CHM13_G0043170	RNU2-44P
CHM13_G0043171	AC097467.3
CHM13_G0043172	AC104407.1
CHM13_G0043173	NPY2R
CHM13_G0043174	AC097467.1
CHM13_G0043175	MAP9
CHM13_G0043176	YWHAEP4
CHM13_G0043177	AC097467.2
CHM13_G0043178	AC097467.4
CHM13_G0043179	AC097526.1
CHM13_G0043180	MTCYBP17
CHM13_G0043181	MTND6P17
CHM13_G0043182	MTND5P9
CHM13_G0043183	MTND4P8
CHM13_G0043184	MTND3P3
CHM13_G0043185	MTCO3P9
CHM13_G0043186	MTATP6P9
CHM13_G0043187	MTCO2P9
CHM13_G0043188	MTCO1P9
CHM13_G0043189	MTND2P33
CHM13_G0043190	MTND1P22
CHM13_G0043191	AC107208.1
CHM13_G0043192	GUCY1A1
CHM13_G0043193	AC104083.1
CHM13_G0043194	GUCY1B1
CHM13_G0043195	ASIC5
CHM13_G0043196	TDO2
CHM13_G0043197	CTSO
CHM13_G0043198	FTH1P21
CHM13_G0043199	AC096736.3
CHM13_G0043200	LINC02272
CHM13_G0043201	AC096736.2
CHM13_G0043202	AC096736.1
CHM13_G0043203	PDGFC
CHM13_G0043204	AC092608.1
CHM13_G0043205	AC092608.3
CHM13_G0043206	AC092608.2
CHM13_G0043207	AC093325.1
CHM13_G0043208	RPPH1-3P
CHM13_G0043209	Y_RNA
CHM13_G0043210	GLRB
CHM13_G0043211	RNU6-582P
CHM13_G0043212	GRIA2
CHM13_G0043213	AC112240.1
CHM13_G0043214	AC093817.2
CHM13_G0043215	LINC02433
CHM13_G0043216	AC093817.1
CHM13_G0043217	Y_RNA
CHM13_G0043218	AC017037.1
CHM13_G0043219	AC017037.3
CHM13_G0043220	AC017037.5
CHM13_G0043221	AC084740.1
CHM13_G0043222	AC017037.4
CHM13_G0043223	AC017037.2
CHM13_G0043224	AC098679.2
CHM13_G0043225	AC098679.3
CHM13_G0043226	GASK1B
CHM13_G0043227	FAM198B-AS1
CHM13_G0043228	AC098679.5
CHM13_G0043229	NUDT19P5
CHM13_G0043230	AC098679.1
CHM13_G0043231	TMEM144
CHM13_G0043232	AC098679.4
CHM13_G0043233	AIDAP2
CHM13_G0043234	RXFP1
CHM13_G0043235	RNU4-79P
CHM13_G0043236	AC121161.1
CHM13_G0043237	AC121161.2
CHM13_G0043238	C4orf46
CHM13_G0043239	ETFDH
CHM13_G0043240	U3
CHM13_G0043241	PPID
CHM13_G0043242	MSTRG.4394
CHM13_G0043243	RNU6-128P
CHM13_G0043244	C4orf45
CHM13_G0043245	SNORD39
CHM13_G0043246	AC093700.1
CHM13_G0043247	FABP5P12
CHM13_G0043248	Y_RNA
CHM13_G0043249	RAPGEF2
CHM13_G0043250	MIR3688-1
CHM13_G0043251	MIR3688-2
CHM13_G0043252	AC074344.1
CHM13_G0043253	AC074344.2
CHM13_G0043254	LINC02233
CHM13_G0043255	AC093853.1
CHM13_G0043256	LINC02477
CHM13_G0043257	RPS14P7
CHM13_G0043258	AC104793.1
CHM13_G0043259	FSTL5
CHM13_G0043260	AC023136.1
CHM13_G0043261	MTHFD2P4
LOFF_G0002095	MT-TL2
CHM13_G0043262	TOMM22P4
CHM13_G0043263	AC021134.1
CHM13_G0043264	AC021134.2
CHM13_G0043265	AC084752.1
CHM13_G0043266	MIR4454
CHM13_G0043267	AC022272.1
CHM13_G0043268	NAF1
CHM13_G0043269	AC079238.1
CHM13_G0043270	NPY1R
CHM13_G0043271	NPY5R
CHM13_G0043272	RPL35AP12
CHM13_G0043273	TKTL2
CHM13_G0043274	TMA16
CHM13_G0043275	MARCHF1
CHM13_G0043276	AC093788.1
CHM13_G0043277	RN7SKP105
CHM13_G0043278	AC112247.1
CHM13_G0043279	AC105250.1
CHM13_G0043280	ANP32C
LOFF_G0002096	AC092192.1
CHM13_G0043281	AC074198.1
CHM13_G0043282	RNU6-284P
CHM13_G0043283	CHORDC1P3
CHM13_G0043284	SMIM31
CHM13_G0043285	RNU6-668P
CHM13_G0043286	APELA
CHM13_G0043287	TRIM60P14
CHM13_G0043288	AC106872.3
CHM13_G0043289	AC106872.12
CHM13_G0043290	FAM218BP
CHM13_G0043291	AC106872.10
CHM13_G0043292	AC106872.5
CHM13_G0043293	NACA3P
CHM13_G0043294	AC106872.1
CHM13_G0043295	TRIM61
CHM13_G0043296	FAM218A
CHM13_G0043297	AC106872.4
CHM13_G0043298	AC106872.9
CHM13_G0043299	AC106872.8
CHM13_G0043300	AC106872.2
CHM13_G0043301	TRIM60
CHM13_G0043302	AC106872.11
CHM13_G0043303	AC106872.7
CHM13_G0043304	AC106872.6
CHM13_G0043305	TRIM75P
CHM13_G0043306	TMEM192
CHM13_G0043307	KLHL2
CHM13_G0043308	RNU4-87P
CHM13_G0043309	GK3P
CHM13_G0043310	MSMO1
CHM13_G0043311	CPE
CHM13_G0043312	MIR578
CHM13_G0043313	HADHAP1
CHM13_G0043314	SCGB1D5P
CHM13_G0043315	NOL8P1
CHM13_G0043316	AC080079.2
CHM13_G0043317	AC080079.1
CHM13_G0043318	LINC01179
CHM13_G0043319	TLL1
CHM13_G0043320	RNA5SP170
CHM13_G0043321	Y_RNA
CHM13_G0043322	AC097487.1
CHM13_G0043323	SPOCK3
CHM13_G0043324	RNA5SP171
CHM13_G0043325	AC079349.1
CHM13_G0043326	RN7SL776P
CHM13_G0043327	PHBP14
CHM13_G0043328	RN7SKP188
CHM13_G0043329	AC105148.1
CHM13_G0043330	AC116634.1
CHM13_G0043331	ANXA10
CHM13_G0043332	AC068989.1
CHM13_G0043333	MSTRG.4399
CHM13_G0043334	MSTRG.4400
CHM13_G0043335	AC079926.1
CHM13_G0043336	PALLD
CHM13_G0043337	BTF3L4P4
CHM13_G0043338	PALLD-AS1
CHM13_G0043339	RNU6-1336P
CHM13_G0043340	RPL9P16
CHM13_G0043341	AC080188.1
CHM13_G0043342	AC080188.2
CHM13_G0043343	CBR4
CHM13_G0043344	RNU6-853P
CHM13_G0043345	RNY4P17
CHM13_G0043346	AC021151.1
CHM13_G0043347	SH3RF1
CHM13_G0043348	RPL6P12
CHM13_G0043349	AC096741.1
CHM13_G0043350	NEK1
CHM13_G0043351	AC084724.1
CHM13_G0043352	CLCN3
CHM13_G0043353	HPF1
CHM13_G0043354	PTGES3P3
CHM13_G0043355	AC079768.1
CHM13_G0043356	AC079768.3
CHM13_G0043357	AC079768.4
CHM13_G0043358	LINC02275
CHM13_G0043359	AC079768.2
CHM13_G0043360	AC084866.2
CHM13_G0043361	AC084866.1
CHM13_G0043362	MFAP3L
CHM13_G0043363	AADAT
CHM13_G0043364	APOBEC3AP1
CHM13_G0043365	AC069306.1
CHM13_G0043366	LINC01612
CHM13_G0043367	LINC02512
CHM13_G0043368	AC074255.1
CHM13_G0043369	HSP90AA6P
CHM13_G0043370	LINC02382
CHM13_G0043371	AC097486.1
CHM13_G0043372	RNU6ATAC13P
CHM13_G0043373	AC034159.2
CHM13_G0043374	LINC02431
CHM13_G0043375	AC034159.1
CHM13_G0043376	AC092639.1
CHM13_G0043377	MIR6082
CHM13_G0043378	LINC02504
CHM13_G0043379	AC074254.2
CHM13_G0043380	LINC02174
CHM13_G0043381	AC074254.1
CHM13_G0043382	GALNTL6
CHM13_G0043383	AC108064.1
CHM13_G0043384	AC105285.1
CHM13_G0043385	RN7SL253P
CHM13_G0043386	GALNT7
CHM13_G0043387	MIR548T
CHM13_G0043388	AC097534.1
CHM13_G0043389	HMGB2
CHM13_G0043390	SAP30-DT
CHM13_G0043391	SAP30
CHM13_G0043392	SCRG1
CHM13_G0043393	AC093849.4
CHM13_G0043394	RPL5P11
CHM13_G0043395	AC093849.3
CHM13_G0043396	RNU6-1096P
CHM13_G0043397	AC093849.1
CHM13_G0043398	AC093849.2
CHM13_G0043399	HAND2
CHM13_G0043400	HAND2-AS1
CHM13_G0043401	MORF4
CHM13_G0043402	RANP6
CHM13_G0043403	LINC02269
CHM13_G0043404	AC106895.1
CHM13_G0043405	AC106895.2
CHM13_G0043406	LINC02268
CHM13_G0043407	AC012055.1
