gene_id	symbol
CHM13_G0028617	PPP1R14A
CHM13_G0028618	AC011479.1
CHM13_G0028619	AC011479.4
CHM13_G0028620	Y_RNA
CHM13_G0028621	YIF1B
CHM13_G0028622	C19orf33
CHM13_G0028623	KCNK6
CHM13_G0028624	CATSPERG
CHM13_G0028625	AC005625.1
CHM13_G0028626	PSMD8
CHM13_G0028627	GGN
CHM13_G0028628	AC005789.1
CHM13_G0028629	SPRED3
CHM13_G0028630	FAM98C
CHM13_G0028631	RASGRP4
CHM13_G0028632	RYR1
CHM13_G0028633	AC067969.2
CHM13_G0028634	AC067969.1
CHM13_G0028635	MAP4K1
CHM13_G0028636	AC008649.1
CHM13_G0028637	EIF3K
CHM13_G0028638	ACTN4
CHM13_G0028639	AC008649.2
CHM13_G0028640	CAPN12
CHM13_G0028641	AC022144.1
CHM13_G0028642	LGALS7
CHM13_G0028643	LGALS7B
CHM13_G0028644	RNU6-140P
CHM13_G0028645	LGALS4
CHM13_G0028646	ECH1
CHM13_G0028647	AC008982.1
CHM13_G0028648	AC104534.1
CHM13_G0028649	HNRNPL
CHM13_G0028650	AC008982.2
CHM13_G0028651	RINL
CHM13_G0028652	AC011455.1
CHM13_G0028653	SIRT2
CHM13_G0028654	NFKBIB
CHM13_G0028655	CCER2
CHM13_G0028656	SARS2
CHM13_G0028657	AC011455.2
CHM13_G0028658	MRPS12
CHM13_G0028659	ERVK9-11
CHM13_G0028660	FBXO17
CHM13_G0028661	AC011455.6
CHM13_G0028662	FBXO27
CHM13_G0028663	AC010605.1
CHM13_G0028664	ACP7
CHM13_G0028665	PAK4
CHM13_G0028666	AC011443.1
CHM13_G0028667	NCCRP1
CHM13_G0028668	SYCN
CHM13_G0028669	IFNL3P1
CHM13_G0028670	IFNL3
CHM13_G0028671	IFNL4
CHM13_G0028672	MSRB1P1
CHM13_G0028673	IFNL4P1
CHM13_G0028674	IFNL2
CHM13_G0028675	IFNL1
CHM13_G0028676	LRFN1
CHM13_G0028677	GMFG
CHM13_G0028678	AC011445.1
CHM13_G0028679	SAMD4B
CHM13_G0028680	RN7SL566P
CHM13_G0028681	PAF1
CHM13_G0028682	MED29
CHM13_G0028683	ZFP36
CHM13_G0028684	MIR4530
CHM13_G0028685	PLEKHG2
CHM13_G0028686	RPS16
CHM13_G0028687	SUPT5H
CHM13_G0028688	TIMM50
CHM13_G0028689	DLL3
CHM13_G0028690	SELENOV
CHM13_G0028691	EID2B
CHM13_G0028692	AC011500.3
CHM13_G0028693	TDGF1P7
CHM13_G0028694	EID2
CHM13_G0028695	AC011500.2
CHM13_G0028696	AC011500.1
CHM13_G0028697	RPS29P24
CHM13_G0028698	RPS29P25
CHM13_G0028699	RPS29P26
CHM13_G0028700	LGALS13
CHM13_G0028701	AC005176.2
CHM13_G0028702	AC005176.1
CHM13_G0028703	RPS29P30
CHM13_G0028704	LGALS16
CHM13_G0028705	LGALS17A
CHM13_G0028706	AC005515.1
CHM13_G0028707	AC093063.1
CHM13_G0028708	RPS29P27
CHM13_G0028709	LGALS14
CHM13_G0028710	AC006133.1
CHM13_G0028711	CLC
CHM13_G0028712	LEUTX
CHM13_G0028713	AC005393.1
CHM13_G0028714	DYRK1B
CHM13_G0028715	MIR6719
CHM13_G0028716	FBL
CHM13_G0028717	FCGBP
CHM13_G0028718	PRR13P5
CHM13_G0028719	PSMC4
CHM13_G0028720	ZNF546
CHM13_G0028721	AC007842.1
CHM13_G0028722	ZNF780B
CHM13_G0028723	AC005614.2
CHM13_G0028724	ZNF780A
CHM13_G0028725	AC005614.1
CHM13_G0028726	VN1R96P
CHM13_G0028727	MAP3K10
CHM13_G0028728	TTC9B
CHM13_G0028729	CCNP
CHM13_G0028730	AKT2
CHM13_G0028731	AC118344.1
CHM13_G0028732	MIR641
CHM13_G0028733	RNU6-945P
CHM13_G0028734	C19orf47
CHM13_G0028735	Y_RNA
CHM13_G0028736	Y_RNA
CHM13_G0028737	PLD3
CHM13_G0028738	AC118344.2
CHM13_G0028739	MIR6796
CHM13_G0028740	HIPK4
CHM13_G0028741	PRX
CHM13_G0028742	SERTAD1
CHM13_G0028743	AC010271.2
CHM13_G0028744	SERTAD3
CHM13_G0028745	AC010271.1
CHM13_G0028746	BLVRB
CHM13_G0028747	AC010271.3
CHM13_G0028748	SPTBN4
CHM13_G0028749	SHKBP1
CHM13_G0028750	LTBP4
CHM13_G0028751	NUMBL
CHM13_G0028752	COQ8B
CHM13_G0028753	RNU6-195P
CHM13_G0028754	ITPKC
CHM13_G0028755	C19orf54
CHM13_G0028756	SNRPA
CHM13_G0028757	MIA
CHM13_G0028758	MIA-RAB4B
CHM13_G0028759	RAB4B
CHM13_G0028760	RAB4B-EGLN2
CHM13_G0028761	AC008537.4
CHM13_G0028762	EGLN2
CHM13_G0028763	AC008537.1
CHM13_G0028764	CYP2T1P
CHM13_G0028765	CYP2F2P
CHM13_G0028766	AC008537.2
CHM13_G0028767	AC008537.3
CHM13_G0028768	CYP2A6
CHM13_G0028769	CYP2A7
CHM13_G0028770	CYP2G1P
CHM13_G0028771	CYP2A7P2
CHM13_G0028772	CYP2B7P
CHM13_G0028773	AC092071.1
CHM13_G0028774	CYP2B6
CHM13_G0028775	CYP2A7P1
CHM13_G0028776	CYP2G2P
CHM13_G0028777	AC008962.1
CHM13_G0028778	CYP2A13
CHM13_G0028779	CYP2F1
CHM13_G0028780	CYP2T3P
CHM13_G0028781	RPL36P16
CHM13_G0028782	RN7SL718P
CHM13_G0028783	CYP2S1
CHM13_G0028784	AXL
CHM13_G0028785	AC011510.1
CHM13_G0028786	HNRNPUL1
CHM13_G0028787	RN7SL34P
CHM13_G0028788	TGFB1
CHM13_G0028789	AC011462.5
CHM13_G0028790	CCDC97
CHM13_G0028791	AC011462.1
CHM13_G0028792	TMEM91
CHM13_G0028793	B9D2
CHM13_G0028794	AC011462.4
CHM13_G0028795	EXOSC5
CHM13_G0028796	BCKDHA
CHM13_G0028797	AC011462.3
CHM13_G0028799	AC011462.2
CHM13_G0028798	B3GNT8
CHM13_G0028800	DMAC2
CHM13_G0028801	AC011526.1
CHM13_G0028802	ERICH4
CHM13_G0028803	PCAT19
CHM13_G0028804	AC243960.2
CHM13_G0028805	PLEKHA3P1
CHM13_G0028806	AC243960.3
CHM13_G0028807	LINC01480
CHM13_G0028808	AC243960.1
CHM13_G0028809	CEACAM21
CHM13_G0028810	AC243960.7
CHM13_G0028811	CEACAMP3
CHM13_G0028812	DNAJC19P2
CHM13_G0028813	CEACAM4
CHM13_G0028814	DNAJC19P3
CHM13_G0028815	AC243960.5
CHM13_G0028816	AC243960.4
CHM13_G0028817	CEACAM7
CHM13_G0028818	CEACAM5
CHM13_G0028819	AC243967.1
CHM13_G0028820	CEACAM6
CHM13_G0028821	AC243967.2
CHM13_G0028822	CEACAM3
CHM13_G0028823	HNRNPA1P52
CHM13_G0028824	AC243967.3
CHM13_G0028825	LYPD4
CHM13_G0028826	DMRTC2
CHM13_G0028827	RPS19
CHM13_G0028828	MIR6797
CHM13_G0028829	CD79A
CHM13_G0028830	ARHGEF1
CHM13_G0028831	ERFL
CHM13_G0028832	RABAC1
CHM13_G0028833	AC010616.1
CHM13_G0028834	ATP1A3
CHM13_G0028835	GRIK5
CHM13_G0028836	ZNF574
CHM13_G0028837	POU2F2
CHM13_G0028838	AC010247.1
CHM13_G0028839	MIR4323
CHM13_G0028840	AC010247.2
CHM13_G0028841	DEDD2
CHM13_G0028842	ZNF526
CHM13_G0028843	GSK3A
CHM13_G0028844	AC006486.1
CHM13_G0028845	AC006486.2
CHM13_G0028846	ERF
CHM13_G0028847	CIC
CHM13_G0028848	PAFAH1B3
CHM13_G0028849	PRR19
CHM13_G0028850	TMEM145
CHM13_G0028851	MSTRG.2870
CHM13_G0028852	MIR8077
CHM13_G0028853	CNFN
CHM13_G0028854	LIPE-AS1
CHM13_G0028855	LIPE
CHM13_G0028856	AC011497.1
CHM13_G0028857	CXCL17
CHM13_G0028858	RNU4-60P
CHM13_G0028859	AC011497.2
CHM13_G0028860	CEACAM1
CHM13_G0028861	CEACAMP2
CHM13_G0028862	CEACAM8
CHM13_G0028863	CEACAMP1
CHM13_G0028864	CEACAMP5
CHM13_G0028865	RPS10P28
CHM13_G0028866	PSG3
CHM13_G0028867	PSG8
CHM13_G0028868	CEACAMP6
CHM13_G0028869	PSG8-AS1
CHM13_G0028870	PSG10P
CHM13_G0028871	PSG1
CHM13_G0028872	PSG6
CHM13_G0028873	PSG7
CHM13_G0028874	CEACAMP7
CHM13_G0028875	AC004784.1
CHM13_G0028876	PSG11
CHM13_G0028877	CEACAMP8
CHM13_G0028878	PSG2
CHM13_G0028879	CEACAMP9
CHM13_G0028880	AC005392.1
CHM13_G0028881	PSG5
CHM13_G0028882	PSG4
CHM13_G0028884	CEACAMP10
CHM13_G0028883	PSG9
CHM13_G0028885	CEACAMP11
CHM13_G0028886	CEACAMP4
CHM13_G0028887	AC005392.2
CHM13_G0028888	CD177
CHM13_G0028889	AC005392.3
CHM13_G0028890	CD177P1
CHM13_G0028891	TEX101
CHM13_G0028892	LYPD3
CHM13_G0028893	PHLDB3
CHM13_G0028894	ETHE1
CHM13_G0028895	ZNF575
CHM13_G0028896	XRCC1
CHM13_G0028897	L34079.2
CHM13_G0028898	L34079.1
CHM13_G0028899	L34079.3
CHM13_G0028900	PINLYP
CHM13_G0028901	IRGQ
CHM13_G0028902	ZNF576
CHM13_G0028903	SRRM5
CHM13_G0028904	ZNF428
CHM13_G0028905	CADM4
CHM13_G0028906	PLAUR
CHM13_G0028907	RN7SL368P
CHM13_G0028908	AC005622.1
CHM13_G0028909	IRGC
CHM13_G0028910	SMG9
CHM13_G0028911	KCNN4
CHM13_G0028912	LYPD5
CHM13_G0028913	AC115522.1
CHM13_G0028914	ZNF283
CHM13_G0028915	ZNF404
CHM13_G0028916	AC006213.6
CHM13_G0028917	AC006213.2
CHM13_G0028918	AC006213.7
CHM13_G0028919	AC006213.3
CHM13_G0028920	MSTRG.2872
CHM13_G0028921	ZNF221
CHM13_G0028922	ZNF155
CHM13_G0028923	AC006213.4
CHM13_G0028924	AC006213.5
CHM13_G0028925	AC006213.1
CHM13_G0028926	ZNF230
CHM13_G0028927	AC067968.2
CHM13_G0028928	ZNF222
CHM13_G0028929	AC067968.1
CHM13_G0028930	ZNF223
CHM13_G0028931	ZNF284
CHM13_G0028932	RNU6-902P
CHM13_G0028933	ZNF224
CHM13_G0028934	AC021092.1
CHM13_G0028935	ZNF225
CHM13_G0028936	ZNF234
CHM13_G0028937	AC138470.2
CHM13_G0028938	ZNF226
CHM13_G0028939	ZNF227
CHM13_G0028940	ZNF235
CHM13_G0028941	AC138470.1
CHM13_G0028942	ZNF233
CHM13_G0028943	AC138473.1
CHM13_G0028944	NDUFA3P1
CHM13_G0028945	ZNF112
CHM13_G0028946	AC245748.1
CHM13_G0028947	ZNF285
CHM13_G0028948	AC245748.2
CHM13_G0028949	ZNF229
CHM13_G0028950	ZNF285B
CHM13_G0028951	ZNF180
CHM13_G0028952	CEACAM20
CHM13_G0028953	AC245748.3
CHM13_G0028954	CEACAM22P
CHM13_G0028955	AC243964.1
CHM13_G0028956	IGSF23
CHM13_G0028957	AC243964.3
CHM13_G0028958	PVR
CHM13_G0028959	MIR4531
CHM13_G0028960	CEACAM19
CHM13_G0028961	AC243964.4
CHM13_G0028962	CEACAM16
CHM13_G0028963	AC243964.2
CHM13_G0028964	BCL3
CHM13_G0028965	MIR8085
CHM13_G0028966	SNORA70
CHM13_G0028967	AC092066.1
CHM13_G0028968	CBLC
CHM13_G0028969	AC092306.1
CHM13_G0028970	BCAM
CHM13_G0028971	NECTIN2
CHM13_G0028972	AC011481.2
CHM13_G0028973	TOMM40
CHM13_G0028974	APOE
CHM13_G0028975	AC011481.3
CHM13_G0028976	APOC1
CHM13_G0028977	APOC1P1
CHM13_G0028978	APOC4
CHM13_G0028979	APOC4-APOC2
CHM13_G0028980	APOC2
CHM13_G0028981	AC011481.1
CHM13_G0028982	CLPTM1
CHM13_G0028983	RELB
CHM13_G0028984	CLASRP
CHM13_G0028985	RNU6-611P
CHM13_G0028986	ZNF296
CHM13_G0028987	GEMIN7-AS1
CHM13_G0028988	GEMIN7
CHM13_G0028989	MARK4
CHM13_G0028990	PPP1R37
CHM13_G0028991	EIF5AP3
CHM13_G0028992	AC005757.1
CHM13_G0028993	NKPD1
CHM13_G0028994	TRAPPC6A
CHM13_G0028995	BLOC1S3
CHM13_G0028996	EXOC3L2
CHM13_G0028997	CKM
CHM13_G0028998	RPS16P9
CHM13_G0028999	KLC3
CHM13_G0029000	ERCC2
CHM13_G0029001	PPP1R13L
CHM13_G0029002	CD3EAP
CHM13_G0029003	ERCC1
CHM13_G0029004	MIR6088
CHM13_G0029005	FOSB
CHM13_G0029006	RTN2
CHM13_G0029007	PPM1N
CHM13_G0029008	VASP
CHM13_G0029009	OPA3
CHM13_G0029010	GPR4
CHM13_G0029011	EML2
CHM13_G0029012	MIR330
CHM13_G0029013	EML2-AS1
CHM13_G0029014	RN7SL836P
CHM13_G0029015	GIPR
CHM13_G0029016	MIR642A
CHM13_G0029017	MIR642B
CHM13_G0029018	SNRPD2
CHM13_G0029019	QPCTL
CHM13_G0029020	FBXO46
CHM13_G0029021	AC007191.1
CHM13_G0029022	BHMG1
CHM13_G0029024	AC074212.1
CHM13_G0029023	SIX5
CHM13_G0029025	DM1-AS
CHM13_G0029026	DMPK
CHM13_G0029027	AC011530.1
CHM13_G0029028	DMWD
CHM13_G0029029	RSPH6A
CHM13_G0029030	SYMPK
CHM13_G0029031	AC092301.1
CHM13_G0029032	FOXA3
CHM13_G0029033	IRF2BP1
CHM13_G0029034	MYPOP
CHM13_G0029035	NANOS2
CHM13_G0029036	NOVA2
CHM13_G0029037	CCDC61
CHM13_G0029038	MIR769
CHM13_G0029039	PGLYRP1
CHM13_G0029040	AC007785.3
CHM13_G0029041	IGFL4
CHM13_G0029042	AC007785.1
CHM13_G0029043	AC007785.2
CHM13_G0029044	IGFL3
CHM13_G0029045	TGIF1P1
CHM13_G0029046	IGFL2
CHM13_G0029047	AC006262.2
CHM13_G0029048	IGFL2-AS1
CHM13_G0029049	IGFL1P1
CHM13_G0029050	AC006262.1
CHM13_G0029051	RPL12P41
CHM13_G0029052	AC006262.3
CHM13_G0029053	IGFL1
CHM13_G0029054	AC006262.4
CHM13_G0029055	IGFL1P2
CHM13_G0029056	HIF3A
CHM13_G0029057	RNU6-924P
CHM13_G0029058	AC007193.2
CHM13_G0029059	PPP5C
CHM13_G0029060	AC007193.1
CHM13_G0029061	AC007193.3
CHM13_G0029062	CCDC8
CHM13_G0029063	PNMA8C
CHM13_G0029064	PNMA8A
CHM13_G0029065	PPP5D1
CHM13_G0029066	PNMA8B
CHM13_G0029067	AC011484.1
CHM13_G0029068	AC011551.1
CHM13_G0029069	GAPDHP38
CHM13_G0029070	CALM3
CHM13_G0029071	AC093503.1
CHM13_G0029072	PTGIR
CHM13_G0029073	GNG8
CHM13_G0029074	AC093503.2
CHM13_G0029075	DACT3
CHM13_G0029076	DACT3-AS1
CHM13_G0029077	PRKD2
CHM13_G0029078	RN7SL364P
CHM13_G0029079	MIR320E
CHM13_G0029080	STRN4
CHM13_G0029081	AC008635.2
CHM13_G0029082	AC008635.1
CHM13_G0029083	FKRP
CHM13_G0029084	SLC1A5
CHM13_G0029085	AC008622.2
CHM13_G0029086	AC008622.3
CHM13_G0029087	HNRNPMP2
CHM13_G0029088	AC008622.1
CHM13_G0029089	AP2S1
CHM13_G0029090	MSTRG.2891
CHM13_G0029091	AC008895.1
CHM13_G0029092	NPAS1
CHM13_G0029093	TMEM160
CHM13_G0029094	ZC3H4
CHM13_G0029095	SAE1
CHM13_G0029096	BBC3
CHM13_G0029097	MIR3190
CHM13_G0029098	MIR3191
CHM13_G0029099	AC008532.1
CHM13_G0029100	CCDC9
CHM13_G0029101	INAFM1
CHM13_G0029102	C5AR1
CHM13_G0029103	C5AR2
CHM13_G0029104	DHX34
CHM13_G0029105	MEIS3
CHM13_G0029106	SLC8A2
CHM13_G0029107	AC073548.2
CHM13_G0029108	KPTN
CHM13_G0029109	NAPA-AS1
CHM13_G0029110	NAPA
CHM13_G0029111	AC073548.1
CHM13_G0029112	ZNF541
CHM13_G0029113	RN7SL322P
CHM13_G0029114	AC010519.1
CHM13_G0029115	AC010331.1
CHM13_G0029116	BICRA
CHM13_G0029117	BICRA-AS1
CHM13_G0029118	AC008985.1
CHM13_G0029119	MSTRG.2897
CHM13_G0029120	NOP53
CHM13_G0029121	SNORD23
CHM13_G0029122	NOP53-AS1
CHM13_G0029123	SELENOW
CHM13_G0029124	RPL23AP80
CHM13_G0029125	AC008745.1
CHM13_G0029126	TPRX1
CHM13_G0029127	CRX
CHM13_G0029128	TPRX2P
CHM13_G0029129	LINC01595
CHM13_G0029130	SULT2A1
CHM13_G0029131	BSPH1
CHM13_G0029132	ELSPBP1
CHM13_G0029133	CABP5
CHM13_G0029134	PLA2G4C
CHM13_G0029135	PLA2G4C-AS1
CHM13_G0029136	LIG1
CHM13_G0029137	AC011466.3
CHM13_G0029138	AC011466.2
CHM13_G0029139	ZSWIM9
CHM13_G0029140	CARD8
CHM13_G0029141	AC011466.4
CHM13_G0029142	AC011466.1
CHM13_G0029143	CARD8-AS1
CHM13_G0029144	ZNF114-AS1
CHM13_G0029145	ZNF114
CHM13_G0029146	CCDC114
CHM13_G0029147	EMP3
CHM13_G0029148	TMEM143
CHM13_G0029149	SYNGR4
CHM13_G0029150	KDELR1
CHM13_G0029151	GRIN2D
CHM13_G0029152	GRWD1
CHM13_G0029153	KCNJ14
CHM13_G0029154	AC008403.2
CHM13_G0029155	AC008403.1
CHM13_G0029156	CYTH2
CHM13_G0029157	LMTK3
CHM13_G0029158	AC008403.3
CHM13_G0029159	SULT2B1
CHM13_G0029160	FAM83E
CHM13_G0029161	SPACA4
CHM13_G0029162	RPL18
CHM13_G0029163	AC022154.1
CHM13_G0029164	SPHK2
CHM13_G0029165	DBP
CHM13_G0029166	CA11
CHM13_G0029167	SEC1P
CHM13_G0029168	NTN5
CHM13_G0029169	FUT2
CHM13_G0029170	MAMSTR
CHM13_G0029171	RASIP1
CHM13_G0029172	IZUMO1
CHM13_G0029173	FUT1
CHM13_G0029174	FGF21
CHM13_G0029175	RNU6-317P
CHM13_G0029176	BCAT2
CHM13_G0029177	AC026803.3
CHM13_G0029178	HSD17B14
CHM13_G0029179	PLEKHA4
CHM13_G0029180	PPP1R15A
CHM13_G0029181	TULP2
CHM13_G0029182	MSTRG.2904
CHM13_G0029183	NUCB1-AS1
CHM13_G0029184	AC026803.1
CHM13_G0029185	DHDH
CHM13_G0029186	BAX
CHM13_G0029187	AC026803.2
CHM13_G0029188	FTL
CHM13_G0029189	GYS1
CHM13_G0029190	RUVBL2
CHM13_G0029191	MIR6798
CHM13_G0029192	LHB
CHM13_G0029193	AC008687.4
CHM13_G0029194	CGB3
CHM13_G0029195	AC008687.1
CHM13_G0029196	NTF6A
CHM13_G0029197	NTF6G
CHM13_G0029198	CGB2
CHM13_G0029199	CGB1
CHM13_G0029200	NTF6B
CHM13_G0029201	AC008687.5
CHM13_G0029202	CGB5
CHM13_G0029203	CGB8
CHM13_G0029204	AC008687.6
CHM13_G0029205	CGB7
CHM13_G0029206	AC008687.8
CHM13_G0029207	AC008687.7
CHM13_G0029208	AC008687.2
CHM13_G0029209	NTF4
CHM13_G0029210	AC008687.3
CHM13_G0029211	KCNA7
CHM13_G0029212	RN7SL708P
CHM13_G0029213	SNRNP70
CHM13_G0029214	LIN7B
CHM13_G0029215	C19orf73
CHM13_G0029216	PPFIA3
CHM13_G0029217	HRC
CHM13_G0029218	TRPM4
CHM13_G0029219	SLC6A21P
CHM13_G0029220	SUMO1P4
CHM13_G0029221	SLC6A16
CHM13_G0029222	MIR4324
CHM13_G0029223	AC011450.1
CHM13_G0029224	CD37
CHM13_G0029225	TEAD2
CHM13_G0029226	AC010524.1
CHM13_G0029227	DKKL1
CHM13_G0029228	AC010643.1
CHM13_G0029229	KASH5
CHM13_G0029230	PTH2
CHM13_G0029231	GFY
CHM13_G0029232	SLC17A7
CHM13_G0029233	PIH1D1
CHM13_G0029234	ALDH16A1
CHM13_G0029235	AC010619.1
CHM13_G0029236	FLT3LG
CHM13_G0029237	AC010619.2
CHM13_G0029238	RPL13A
CHM13_G0029239	SNORD32A
CHM13_G0029240	SNORD33
CHM13_G0029241	SNORD34
CHM13_G0029242	SNORD35A
CHM13_G0029243	RPS11
CHM13_G0029244	SNORD35B
CHM13_G0029245	MIR150
CHM13_G0029246	COX6CP7
CHM13_G0029247	FCGRT
CHM13_G0029248	RCN3
CHM13_G0029249	NOSIP
CHM13_G0029250	Y_RNA
CHM13_G0029251	PRRG2
CHM13_G0029252	PRR12
CHM13_G0029253	AC011495.2
CHM13_G0029254	RRAS
CHM13_G0029255	MSTRG.2911
CHM13_G0029256	IRF3
CHM13_G0029257	BCL2L12
CHM13_G0029258	PRMT1
CHM13_G0029259	MIR5088
CHM13_G0029260	ADM5
CHM13_G0029261	AC011495.3
CHM13_G0029262	CPT1C
CHM13_G0029263	AC011495.1
CHM13_G0029264	TSKS
CHM13_G0029265	RNU6-841P
CHM13_G0029266	MSTRG.2912
CHM13_G0029267	MIR6799
CHM13_G0029268	FUZ
CHM13_G0029269	AC006942.1
CHM13_G0029270	MED25
CHM13_G0029271	MIR6800
CHM13_G0029272	PTOV1-AS1
CHM13_G0029273	PTOV1
CHM13_G0029274	AC018766.1
CHM13_G0029275	MIR4749
CHM13_G0029276	PTOV1-AS2
CHM13_G0029277	PNKP
CHM13_G0029278	AKT1S1
CHM13_G0029279	TBC1D17
CHM13_G0029280	MIR4750
CHM13_G0029281	IL4I1
CHM13_G0029282	NUP62
CHM13_G0029283	AC011452.2
CHM13_G0029284	ATF5
CHM13_G0029285	MIR4751
CHM13_G0029286	SIGLEC11
CHM13_G0029287	AC011452.1
CHM13_G0029288	SIGLEC16
CHM13_G0029289	VRK3
CHM13_G0029290	AC011452.3
CHM13_G0029291	ZNF473
CHM13_G0029292	AC010624.3
CHM13_G0029293	AC010624.1
CHM13_G0029294	AC010624.4
CHM13_G0029295	AC010624.2
CHM13_G0029296	AC010624.5
CHM13_G0029297	IZUMO2
CHM13_G0029298	MYH14
CHM13_G0029299	Metazoa_SRP
CHM13_G0029300	AC008655.1
CHM13_G0029301	KCNC3
CHM13_G0029302	NR1H2
CHM13_G0029303	NAPSB
CHM13_G0029304	NAPSA
CHM13_G0029305	AC008655.2
CHM13_G0029306	POLD1
CHM13_G0029307	AC020909.1
CHM13_G0029308	SPIB
CHM13_G0029309	MYBPC2
CHM13_G0029310	FAM71E1
CHM13_G0029311	EMC10
CHM13_G0029312	AC020909.3
CHM13_G0029313	AC020909.2
CHM13_G0029314	JOSD2
CHM13_G0029315	ASPDH
CHM13_G0029316	LRRC4B
CHM13_G0029317	AC008743.1
CHM13_G0029318	SYT3
CHM13_G0029319	C19orf81
CHM13_G0029320	SHANK1
CHM13_G0029321	CLEC11A
CHM13_G0029322	GPR32P1
CHM13_G0029323	GPR32
CHM13_G0029324	AC010325.1
CHM13_G0029325	ACP4
CHM13_G0029326	AC010325.2
CHM13_G0029327	C19orf48
CHM13_G0029328	SNORD88B
CHM13_G0029329	SNORD88A
CHM13_G0029330	SNORD88C
CHM13_G0029331	AC010325.3
CHM13_G0029332	LINC01869
CHM13_G0029333	KLK1
CHM13_G0029334	KLK15
CHM13_G0029335	AC011523.1
CHM13_G0029336	KLK3
CHM13_G0029337	KLK2
CHM13_G0029338	KLKP1
CHM13_G0029339	KLK4
CHM13_G0029340	PPIAP59
CHM13_G0029341	KLK5
CHM13_G0029342	AC011483.2
CHM13_G0029343	KLK6
CHM13_G0029344	AC011483.3
CHM13_G0029345	AC011483.1
CHM13_G0029346	KLK7
CHM13_G0029347	KLK8
CHM13_G0029348	AC011473.4
CHM13_G0029349	KLK9
CHM13_G0029350	KLK10
CHM13_G0029351	AC011473.2
CHM13_G0029352	KLK11
CHM13_G0029353	KLK12
CHM13_G0029354	AC011473.3
CHM13_G0029355	AC011473.1
CHM13_G0029356	KLK13
CHM13_G0029357	KLK14
CHM13_G0029358	CTU1
CHM13_G0029359	SIGLEC18P
CHM13_G0029360	SIGLEC9
CHM13_G0029361	AC063977.2
CHM13_G0029362	SIGLEC7
CHM13_G0029363	AC063977.1
CHM13_G0029364	AC063977.6
CHM13_G0029365	AC063977.7
CHM13_G0029366	SIGLEC17P
CHM13_G0029367	SIGLEC20P
CHM13_G0029368	AC063977.4
CHM13_G0029369	SIGLEC21P
CHM13_G0029370	MIR8074
CHM13_G0029371	SIGLEC22P
CHM13_G0029372	CD33
CHM13_G0029373	SIGLECL1
CHM13_G0029374	AC063977.3
CHM13_G0029375	LINC01872
CHM13_G0029376	AC063977.5
CHM13_G0029377	IGLON5
CHM13_G0029378	VSIG10L
CHM13_G0029379	AC008750.2
CHM13_G0029381	AC008750.3
CHM13_G0029380	ETFB
CHM13_G0029382	AC008750.7
CHM13_G0029383	AC008750.4
CHM13_G0029384	CLDND2
CHM13_G0029385	NKG7
CHM13_G0029386	LIM2
CHM13_G0029387	C19orf84
CHM13_G0029388	AC008750.6
CHM13_G0029389	NIFKP6
CHM13_G0029390	SIGLEC10
CHM13_G0029391	AC008750.1
CHM13_G0029392	SIGLEC10-AS1
CHM13_G0029393	AC008750.5
CHM13_G0029394	AC020914.5
CHM13_G0029395	SIGLEC8
CHM13_G0029396	AC020914.3
CHM13_G0029397	CEACAM18
CHM13_G0029398	SIGLEC12
CHM13_G0029399	AC020914.2
CHM13_G0029400	SIGLEC27P
CHM13_G0029401	SIGLEC6
CHM13_G0029402	AC020914.1
CHM13_G0029403	AC020914.4
CHM13_G0029404	SIGLEC29P
CHM13_G0029405	ZNF175
CHM13_G0029406	AC018755.3
CHM13_G0029407	AC018755.1
CHM13_G0029408	SIGLEC5
CHM13_G0029409	AC018755.2
CHM13_G0029410	RPL9P33
CHM13_G0029411	AC018755.4
CHM13_G0029412	SIGLEC14
CHM13_G0029413	RPL7P51
CHM13_G0029414	SPACA6P-AS
CHM13_G0029415	SPACA6
CHM13_G0029416	MIR99B
CHM13_G0029417	MIRLET7E
CHM13_G0029418	MIR125A
CHM13_G0029419	HAS1
CHM13_G0029420	FPR1
CHM13_G0029421	FPR2
CHM13_G0029422	AC018755.5
CHM13_G0029423	FPR3
CHM13_G0029424	ZNF577
CHM13_G0029425	AC006272.1
CHM13_G0029426	AC006272.2
CHM13_G0029427	AC074141.1
CHM13_G0029428	ZNF649-AS1
CHM13_G0029429	ZNF649
CHM13_G0029430	AC011460.1
CHM13_G0029431	ZNF613
CHM13_G0029432	ZNF350-AS1
CHM13_G0029433	ZNF350
CHM13_G0029434	ZNF615
CHM13_G0029435	ZNF614
CHM13_G0029436	ZNF432
CHM13_G0029437	AC011468.5
CHM13_G0029438	AC011468.1
CHM13_G0029439	ZNF841
CHM13_G0029440	AC011468.4
CHM13_G0029441	ZNF616
CHM13_G0029442	AC011468.2
CHM13_G0029443	AC011468.3
CHM13_G0029444	RPL37P23
CHM13_G0029445	ZNF836
CHM13_G0029446	AC010320.1
CHM13_G0029447	PPP2R1A
CHM13_G0029448	MIR6801
CHM13_G0029449	AC010320.2
CHM13_G0029450	AC010320.5
CHM13_G0029451	Y_RNA
CHM13_G0029452	ZNF766
CHM13_G0029453	MIR643
CHM13_G0029454	AC010320.3
CHM13_G0029455	ZNF480
CHM13_G0029456	AC010320.4
CHM13_G0029457	ZNF610
CHM13_G0029458	ZNF880
CHM13_G0029459	ZNF528-AS1
CHM13_G0029460	AC010332.1
CHM13_G0029461	ZNF528
