,log2FC_Treat_6h_vs_Control,padj_Treat_6h_vs_Control,log2FC_Treat_24h_vs_Control,padj_Treat_24h_vs_Control,log2FC_Treat_72h_vs_Control,padj_Treat_72h_vs_Control,Cluster,C_1,C_2,T_6_1,T_6_2,T_24_1,T_24_2,T_72_1,T_72_2
Col5a2,-0.13008375838478106,0.01199370100249225,0.04373128108028047,0.4501827320247068,0.07081668841532418,0.35299598178392333,,12.35337297993079,12.35167783747279,12.238394931880778,12.189482191504238,12.418029610268604,12.411940639176215,12.326334026329253,12.400946629182515
Lox,0.13501998073329488,0.005824212193915105,0.08662426354875827,0.09061744640321076,-0.04504051820020714,0.5978244318362386,,12.200161730292333,12.18142130521106,12.33177829217527,12.303231600550859,12.264200342337963,12.327205314518995,12.093772658196709,12.078012461443423
Col12a1,-0.10144231549448375,0.6688700807916088,0.23819620382938192,0.12279501800349898,0.11681282581132398,0.705400267207157,,12.14073215059961,12.116847268008001,12.101030090225759,11.931517024973436,12.290389028752676,12.474439783840305,12.355937957567852,11.986483463704609
Col5a1,-0.013792914450954244,0.9265425177539909,0.23450868230459235,6.15830336599159e-14,-0.06310691525546673,0.4813947595215156,,12.124327285348262,12.133929151944448,12.14124686748954,12.071818435977871,12.384730259684366,12.379893759789786,12.047484109710986,11.962415007955308
Col4a1,0.08597282737951577,0.31372363335077,-0.04316047837959127,0.5028137826493773,-0.9140238838047151,6.43557389728538e-35,1.0,12.205005926489878,12.251747846197436,12.36396490949893,12.245480203224837,12.215980311649215,12.192147858775806,11.326851683902976,11.176816209884368
Col6a3,0.03671033666628641,0.7967085074107716,0.03466092139634897,0.7377713212963429,-0.4522634556346114,8.464484030385555e-08,,12.009111037709545,11.982217482300369,12.085749946667505,11.959306033199905,11.992456722381641,12.103229517300797,11.582423837284525,11.374580577408674
Spp1,0.012505837125102174,0.975081157577502,-0.6852796357314264,7.634742449018678e-83,-0.6912979551092422,9.536333599574611e-28,,12.213366919868587,12.144733772705147,12.07810532273302,12.283463124398274,11.497918401900751,11.528167258647182,11.379786104145413,11.47746828790485
Flna,0.09625723870200022,0.1037942714085448,-0.2618905759953829,9.047625393829497e-16,-1.0479779216150125,1.3582589219591916e-51,1.0,12.101800129653144,12.139136633181835,12.227564033634998,12.189137973301218,11.875403072954732,11.879420996812106,11.06722782761207,10.955088961199646
Fbn1,-0.13795331739347114,0.01825810751638975,0.374937146606378,0.01822586502101395,0.7287436863502833,0.002655747386273444,,11.629732908561724,11.624173445222723,11.523589198821258,11.436344017604235,11.90465428558264,12.126906560835288,12.474259533475651,12.084992042602957
Eef2,-0.15631118539967473,0.0009528682160482294,0.021579644174156667,0.8123750959365953,0.33320396039461697,5.611447140591787e-08,,11.811874060827767,11.82749746171319,11.620923071704519,11.6891302697228,11.888533319966834,11.831087453320512,12.058904289001049,12.127372746612753
Vim,-0.05136179202736808,0.5361575387748623,0.10396296243320773,0.009979780526926435,-0.29099627926660926,1.3110827504410247e-05,,11.841206369371916,11.842529970276875,11.749842829841043,11.814476644333535,11.989048039415017,11.939790352113757,11.421493629706674,11.559700491862529
Actb,0.261753729631388,1.4644333044487288e-08,-0.49365388560619006,2.2457699676042884e-37,-0.6576751387857375,3.599063789495375e-27,,11.875037460527855,11.934409826640062,12.184635013611317,12.13147337452795,11.479827938088484,11.379164174983037,11.15037983060276,11.225183740418577
Fbln2,-0.08912897913999439,0.12266218455141174,-0.028695343872189017,0.1754977847616648,-0.10047292345582563,0.17096762792397413,,11.763026991881581,11.779468365966968,11.683139137349055,11.664616761985378,11.778564858195004,11.74379275513712,11.562247355577737,11.659653967133318
Col4a2,0.03344814641508807,0.7936567889166303,-0.04222862988404366,0.4857800534165038,-0.611677543560131,5.723459037712891e-15,,11.75919026858065,11.753827089725155,11.824800458204976,11.736906709295619,11.74225974004498,11.723818903362657,11.168766494584462,10.993789884965569
Lrp1,-0.17973347062734757,0.47227843989139245,0.11997062021199496,0.7028891379498773,0.4788438148609805,0.10242372622592509,,11.472575464180792,11.469286715012098,11.390312917823223,11.165824101676064,11.48452616890124,11.723750876642974,12.090159734730435,11.649133300490446
Aebp1,0.03489134897356173,0.7254663137937298,-0.17211458161787774,2.3990794793290666e-06,-0.07656150159283023,0.30972158459186205,,11.604482020745234,11.596288010210976,11.632948834097517,11.62117129856688,11.476604520817075,11.417184892141924,11.451196083233881,11.477274887200325
Myh9,0.16920710542634199,0.009578358173489777,-0.18159498135481036,9.864928650656159e-07,-0.7120123652045284,3.8620104401876697e-31,,11.686541697847254,11.63237556412633,11.884607963976949,11.753158523780817,11.503086332929964,11.49094593513054,10.858426797867473,10.918519653066161
Postn,-0.04434551975986455,0.6753557288083607,-0.03796801295778793,0.6221538731753795,1.232077861008084,1.2333402548871928e-70,2.0,11.16082333706561,11.10547990174245,11.04158887644969,11.119825656110088,11.11588597331471,11.112764517199818,12.206605869447971,12.400779112032659
Serpine1,0.644633137717492,1.6659343394014002e-09,-0.4795646479543283,1.0955987259545283e-33,-1.9991685891269237,8.389702905972625e-221,4.0,11.60990679595757,11.650820653383727,12.3500632876179,12.17726393678283,11.226857325771714,11.110858427704958,9.596015230827545,9.548683581100299
Serpinh1,-0.015164075122205424,0.9091488791925415,0.05899719711915104,0.2616679215595321,-0.24803959924566535,0.00015217751576140405,,11.418686307506926,11.438957841741384,11.405825934991551,11.40513327578131,11.522052319307326,11.490932611524155,11.06699009490093,11.174875309912961
Igfbp5,-0.6809512466692613,4.176916349131245e-43,0.32976967447336775,3.1478280260247357e-22,2.141945054349361,5.13006274416194e-246,3.0,10.46226822261888,10.48144109417628,9.707553766785562,9.8561130266359,10.84489183335288,10.79510567155513,12.586839013389033,12.5176823327329
Nedd4,-0.18377037607012772,2.5046307630727716e-05,-0.010067241535030625,0.9304741323362404,0.17354966708725938,0.024787113960278957,,11.118711236005119,11.105229910249687,10.912120415331476,10.928240309260142,11.111487655957886,11.129738482611101,11.272107064652069,11.176237618181665
Fstl1,0.08361521371707,0.0003923259898296084,0.043809905549696,0.5028137826493773,0.2546846005618109,6.622352586064956e-05,,11.026199758762257,11.004790426288084,11.096963649889364,11.08513375247816,11.071853558410558,11.084276273520288,11.198921846449371,11.222103736749956
mt-Cytb,0.16961266108391945,0.018183654997946056,0.2670521120806077,0.2353075860615905,0.5364815373304034,5.9593516583601165e-18,,10.841622196387723,10.872717235215244,11.098563309017981,10.932832365279985,11.011358996180148,11.262428624167185,11.280822201138433,11.386193636283542
Hspg2,-0.027373901997559645,0.9517033806712738,0.14259701124038457,0.5120132844773045,-0.09236545164513177,0.7919522953014723,,11.022003222047676,11.07839112239384,11.11754874761985,10.902981748348669,11.114379995357503,11.30209046202104,11.085885991029674,10.675197689091958
Cald1,0.03018659568937398,0.7808970165410879,-0.2613381276150517,5.178141683688218e-16,-0.5076064922598464,2.0340664418809683e-14,,11.210559941011079,11.207305537724633,11.239991849027723,11.221720584353706,10.972730837199569,10.9601891326071,10.673378000474093,10.608546407506802
Itgb1,0.014207412843880706,0.92428567351179,0.012894298173814525,0.9262728420984959,-0.49896052095021864,7.617345057812432e-15,,11.135087205689542,11.11354562267475,11.159320490546545,11.10059038184033,11.107788377057974,11.202278816504311,10.582830262375294,10.548325175994288
Ccn2,0.22614435759520862,1.8581546535205138e-05,-0.768253416490469,1.6345815480375882e-130,-1.4719553387126116,5.899770137633151e-102,4.0,11.3738617281265,11.346291110979312,11.62619426349329,11.527698567602988,10.620267328555308,10.601867345298288,9.731088883633296,9.924381262591902
Serpinf1,0.003996232651169831,0.9785542476207606,0.015211185823422246,0.8868987894872866,0.2939244439571432,4.213231299136347e-06,,10.91980532438631,10.922071096614204,10.894860874624445,10.938557076554325,10.97846870365517,10.93106306491585,11.106425149265263,11.203350713427918
Tpm1,0.20948072615541033,4.033650584042154e-05,-0.5541787075312319,1.369113076839796e-49,-0.7389112000616763,1.2423180724657721e-30,4.0,11.220720998431696,11.137318525759705,11.39793166580833,11.363640355258562,10.660570337005224,10.628636694504458,10.374649701321042,10.38861419841155
Csf1,0.5004549968401649,1.16334641647126e-18,-0.03612088203942141,0.678856019086028,-0.12179016452814259,0.08261784717599925,,10.852616793631043,10.864068131537984,11.432176747869821,11.262634186117161,10.886403852929408,10.794414887144997,10.645113347695972,10.708862863143684
Col6a1,-0.036364775284817456,0.7329203831770472,-0.07093741384710743,0.15755458429296046,0.32464618313985794,1.6762612441538818e-07,,10.888037587956987,10.906127901828018,10.816284221533376,10.88831995781704,10.863573608995,10.826107026243339,11.148980971049571,11.17489234670826
Calu,0.019172483803575564,0.884850495797009,0.050364159319292015,0.43236949519539825,-0.178612619194826,0.02087179272804871,,10.938346090031736,10.910385775796732,10.928674071371157,10.942340545292382,10.980084455393495,11.00681688451976,10.731024934553739,10.638481333832884
Tnc,0.46721024930060456,5.940676255585305e-23,0.007018954047523629,0.9551106822225864,-0.93284222500867,9.804168231932058e-55,4.0,10.922609536285183,10.917054340941016,11.426782074114557,11.328314932003886,10.946026734368411,10.945155102789778,9.894753623197547,9.961396888798204
Ccdc80,-0.25141028157085676,0.0229457105548778,-0.10029623684698699,0.023178222384244777,-0.4487571938934691,3.0258886857753133e-12,,11.061781811956102,11.022316680838362,10.850355949867085,10.711004863509897,10.957218516489762,10.964264022620398,10.478262269208653,10.589321745064712
mt-Nd5,0.18989773311575406,0.39815662441268573,0.3165482345055471,0.0867937454318337,0.6101402756471926,3.8199242969639e-20,,10.555953961765573,10.543198556011692,10.834168898250091,10.618961060734467,10.76240794137217,10.996492855255958,11.01939464089236,11.178023697795576
Fth1,-0.1719028263530521,0.004398165489549933,0.009481584385168709,0.9486231871149994,1.5302780539475034,1.237462080904773e-117,2.0,10.352259165104304,10.271568329674286,10.078088081637175,10.185956004106975,10.340769425135816,10.341069836250027,11.809116497001304,11.754349295674226
Rplp0,-0.04880211197167309,0.6183834839866996,-0.09028880585203636,0.040400537917170055,0.0490540030969039,0.5501126438090257,,10.774690132957744,10.776013732949044,10.67273030628717,10.76315892921444,10.721190990632573,10.686419040743816,10.736876467302197,10.792675400779707
Calr,0.07939958271146584,0.22841862216843167,-0.1811078027964315,1.1339551990886257e-05,-0.4071872629484825,1.1207314560691334e-10,,10.869946761629516,10.829873357052794,10.901440010738133,10.941155444103078,10.726164386778356,10.64886449153636,10.345875894427312,10.421209587794804
Hsp90ab1,-0.08785483043283857,0.1648303162090146,0.11890479703946281,0.004876551779403302,-0.21616991948769146,0.0013778369502815313,,10.782145692929225,10.734614937502853,10.650254944039276,10.675198657901737,10.902938520291938,10.889640632709458,10.440673031550556,10.525178192205193
P4hb,-0.0076313989903764486,0.9613290051545067,-0.019429170655214337,0.8444123448240007,-0.14838201680591487,0.03446316986650414,,10.755287142397643,10.722139386793307,10.690624653796322,10.755181798926772,10.746574667181886,10.729878776979337,10.489440746699946,10.572322987820515
mt-Nd1,0.1931861627235861,0.003870141983130755,0.22150129448662687,0.22701854553124778,0.1998851343705273,0.0023782313906204012,,10.497930023981132,10.533304300917642,10.77512111854958,10.620978587893662,10.650850213131134,10.852790597824386,10.632316382638443,10.679310940725655
Igfbp4,-0.061443392818821906,0.48393453273443543,0.06874979664576872,0.33505593119721655,1.7456345384349377,1.992765115233703e-187,2.0,9.987300940639674,10.047417321728165,9.918798178257736,9.97680825314008,10.151992542115979,10.05659429781883,11.672479527991369,11.732615291958194
Tpt1,0.00879727573313827,0.9613290051545067,-0.04131311245138707,0.5967308198926423,0.1820405200059503,0.016970104564997354,,10.591450658997603,10.611300285603429,10.531231489666192,10.67017577833663,10.552879312301341,10.604012484352298,10.76670696474149,10.677604522918953
Hspa8,-0.05937582379258119,0.49016578019552265,-0.10988255526204743,0.011529320938210911,-0.24892847617850256,0.00015847187216804187,,10.749497183331865,10.707697844371221,10.625283393976364,10.696885696164369,10.63662757121986,10.638918322263326,10.38245997728515,10.458357502401014
Fat1,-0.12452575699686994,0.7737851695661019,0.02538029695029377,0.9667624867301617,0.12298376848756166,0.7996068235255948,,10.629759179606419,10.604670863854588,10.61925748881549,10.334380619127376,10.522636301195751,10.786924581471244,10.941054761582489,10.350808235172192
Psap,-0.04756991844343956,0.610010205671581,-0.2108258985954508,2.4639763415683998e-08,-0.01406343200232295,0.881704398669941,,10.658777345160697,10.69716798199191,10.59352772891771,10.650807752514552,10.51543194502276,10.45625906579266,10.58252325029733,10.626222988460245
Col6a2,-0.012719937184960745,0.9348864546619811,-0.06300359435171114,0.2742168510642613,0.26319801698300066,5.785729950391716e-05,,10.57819163006069,10.540586085063385,10.500072477093502,10.57677019499965,10.530548986801625,10.500210912009813,10.759391849327129,10.766459189648577
Ltbp2,0.2330853759540184,9.804488853296869e-05,0.016727688692066287,0.8803902888885287,-0.27449102064191677,2.2121930392806137e-05,,10.555585330171807,10.596614161491,10.86712747872124,10.730745806342476,10.633117946501988,10.58985000427129,10.20336748480556,10.281010906826804
Ahnak,-0.2591742764259826,1.649746037198358e-05,0.21028453833037888,0.6320719395214975,0.18053261383754043,0.604156334413689,,10.51596632995375,10.55016834311365,10.336366751441782,10.19105327583633,10.569370791377404,10.930611253536172,10.854236345140826,10.412826178584256
Timp2,0.05086079260294213,0.5422969719998171,-0.033166766724585794,0.6622181176949701,0.2910431546649033,3.690686724854244e-05,,10.483972392554422,10.490302081087338,10.511567358512389,10.54795940012578,10.476517777126038,10.468895981585353,10.755016695359089,10.679262900234821
Pkm,-0.290335316610331,5.267037465448789e-10,-0.03622888566981624,0.6673391081146401,-0.6584952845097128,1.4603714342341456e-21,,10.735326723817364,10.701237935203338,10.372916755720745,10.466366920684786,10.735553034833785,10.66588865598322,9.91073875044465,10.087988734386512
App,-0.124114473639382,0.02972493998272427,-0.05026816592509254,0.4605669054629287,0.40444597910001534,1.4566343505918275e-10,,10.438774109233558,10.392544329816332,10.299675443801132,10.267515279360731,10.382171589852035,10.38678333225404,10.732593814514376,10.788494873748393
Mmp2,-0.16571903952922495,0.0008414171777780268,-0.017766190783468635,0.8790814748216786,1.4198769910078397,1.6153797183715364e-121,2.0,10.035653749225869,10.016643908415586,9.825060821673414,9.879768598337495,10.058606116388379,9.99543423950819,11.389997655687022,11.3807828855925
Lgals1,0.09255107561011301,0.2114705430434115,0.07632565542111859,0.2684217208189443,-0.6599401221399294,9.638577741956283e-27,,10.53522024094624,10.50117339699471,10.544721281464494,10.659033671346926,10.671503065352388,10.55333856036332,9.785140315352912,9.813718372581334
Pabpc1,-0.05726999940575702,0.46827108403590184,0.0725659349641451,0.1415135268633934,-0.1847614919133799,0.0066748293126366294,,10.46656859413044,10.469337661696704,10.406312495037186,10.39873033534244,10.56387724291895,10.554511968071504,10.175003823355961,10.27202402853131
Ecm1,0.01789265710478025,0.9012449885253111,-0.1755508287857872,1.1636273012375543e-05,-0.07753972914479712,0.3736870824475292,,10.453767312019192,10.493170905515921,10.446976682374917,10.518945027217754,10.347571863492048,10.285588776970418,10.251636040862534,10.418679533237196
Eif4g2,0.005245185129825996,0.9736142247836971,0.0638841149558466,0.26215944840228256,-0.224491399337242,0.0019113013193896046,,10.44254701125742,10.407972915822853,10.394095367911715,10.450715070508862,10.5050578802172,10.510999366160908,10.17143584492945,10.109718574623757
Rpl4,-0.028892975124728656,0.8315851808982696,-0.020694785453050743,0.852420364035918,0.08981906561858617,0.15720532978360133,,10.39728664644781,10.332912285555262,10.291632051945063,10.36499556376323,10.37440613110644,10.353023268000028,10.337197370438528,10.453534271699457
Timp3,0.786776238881632,3.341314105719984e-84,0.1731061403563933,1.0117683292740321e-05,-0.18802426416893173,0.012967388389652027,4.0,10.117675304807047,10.14389963091533,10.875223677168853,10.942034146920749,10.306515920993004,10.33802149944315,9.921540708247713,9.842576157755813
Hspa5,0.36610240007310707,6.995206934154197e-17,-0.32548904591998645,4.624471840175144e-13,-0.7926649059153389,2.202261896874909e-35,4.0,10.49756545266689,10.439420730135723,10.836645345481307,10.816438070748585,10.111287109659783,10.211357948453928,9.569615093290528,9.664841798916003
Rpsa,-0.0003918457415583855,0.9979267399563262,-0.01688300761979225,0.8702857661766409,-0.07621624524654307,0.3253780021526656,,10.36613631548704,10.366407927196958,10.287430393657262,10.425453739021256,10.384701823530492,10.351497805371588,10.19432083205596,10.266630486747639
Actg1,0.33411607674750304,1.634321609789864e-14,-0.23953037244050224,2.96686208327351e-10,-0.668056268812946,6.358562457255695e-19,4.0,10.393187054074481,10.452675270747882,10.757473793971505,10.739987249342484,10.222040186696866,10.182708332222246,9.761874346831652,9.624642877667709
Hdlbp,0.06045572456274524,0.46337869892499733,-0.07304080057913577,0.1705940953391393,-0.4644148423837738,1.0569815782458817e-13,,10.413915257772647,10.381881188655441,10.463383036135463,10.436980481571501,10.339799356757284,10.347824215405158,9.852938017923135,9.89605499629268
Tubb5,0.09789525434254302,2.6698170837238753e-07,-0.275039104005695,1.452688156429087e-10,-0.827161336939364,1.1962125450182226e-41,,10.429871774061406,10.44986533615359,10.53587941429159,10.522801961907028,10.241616208317396,10.12398733232228,9.550435199697528,9.557230772855082
Msn,0.18758045094993558,2.8166484485919937e-05,-0.07125786971703964,0.175774775811829,-1.0143934518519637,1.783597887135024e-61,1.0,10.368530691164082,10.396577499108353,10.555379684535255,10.56829838394709,10.346002591761616,10.314032848760332,9.26693079244309,9.352244069076242
Tpm4,0.04246674141575905,0.6809218598848914,-0.3618410864916844,1.7222876049343058e-24,-1.059524286360844,1.9404007977760365e-59,4.0,10.474507220365123,10.441657152309158,10.509946804449976,10.47469461356015,10.103449398250522,10.127248311437743,9.364500285676359,9.314573695507772
Pdgfrb,-0.13717611044718195,0.02384014642603656,0.1467666895658842,0.00014456253440940848,-0.12164608335667565,0.09469280538691058,,10.217637092138451,10.196142667669744,10.10076255486103,10.021226669697649,10.383231297487919,10.361559496495605,10.02254350347533,10.028967817255374
Thy1,0.0683628378967431,0.3361749225448938,-0.10928332414421364,0.047473549059980025,-0.1628716100548275,0.01733441662118443,,10.192251360378783,10.19056510221367,10.231326134220728,10.271715277695192,10.155442505594431,10.044807573476243,9.957855412187897,9.980315111077743
Pdia3,-0.0016092315081871066,0.9914469759684978,-0.02436151198018701,0.8411304108449026,-0.2757649406754859,2.5451151506497907e-05,,10.20847457004672,10.170223472771983,10.184312473913224,10.175255318365357,10.156372583003726,10.210807969775047,9.837754204788235,9.871246559499092
Itga11,-0.21824755272538485,4.684057330077785e-06,0.2573355477587647,2.958909844646555e-12,0.6234979075983289,1.3443073267644377e-21,,9.88887183389678,9.927225471008443,9.694575350525449,9.66893945370517,10.205560274797008,10.161938114718001,10.401759158192554,10.539671981166533
Fmod,0.21845267487215578,4.258560188819321e-06,0.24010309713068342,1.059203372502841e-09,0.7387709400421129,2.2713927218181883e-31,,9.758557844239977,9.805849248204574,9.965660411636579,10.018710592325204,10.06976546485598,10.011424240071303,10.403903750412391,10.516895465194352
Eno1,-0.4616242453196822,7.987288640665564e-29,-0.004062166665226224,0.9799633858971519,-0.5971477766529948,6.44282563583435e-16,,10.269153902883811,10.296682537476743,9.78943510351514,9.837520380309067,10.315672441843683,10.279338418587637,9.515212528666668,9.733215681706644
Itga5,0.5037575937850288,3.870138151723362e-23,-0.4591117252073302,3.0543037208152842e-34,-1.6885962717846656,1.6601320470859315e-163,4.0,10.237950558892093,10.263653631072748,10.804479885029323,10.68441094190997,9.851685798720366,9.769139665607623,8.458386192230035,8.55192110195661
Actn1,0.1719153468327215,0.00421900773572197,-0.46509583183531283,1.0055174264631525e-39,-1.4425433413897073,7.275844093269208e-122,4.0,10.342121047695338,10.306377189286428,10.538019570211079,10.435704270916897,9.899706577864373,9.857234124485036,8.800214971256024,8.848468278558652
Ccnd2,0.11393668353011951,0.04375296269864184,0.2739707197128563,1.3347778882152625e-14,-0.15274836979979517,0.13130959969833284,,9.909644607181773,9.931018675775743,10.03638479841949,10.015336037622905,10.204328317889715,10.22096485647325,9.814020916671181,9.589849016463997
Gas6,-0.08115088571031602,0.2728445247602281,0.015690110377896662,0.9178944199871404,2.102409006265327,8.653387658397678e-244,2.0,9.18585834714937,9.169495083846709,9.091877077292281,9.085331494060329,9.274881798157029,9.147155441101752,11.240055755850719,11.195898251700115
Cxcl12,-0.007853771221373871,0.9613290051545067,-0.16545174831668724,0.00023150547469060015,2.213415591432848,3.1411200953621655e-188,2.0,9.102159892115635,9.13015776027683,9.08783725122673,9.11237815038531,8.992774692061852,8.946318992768672,11.34776237242884,11.180282895634022
Lamp1,-0.05862919249784205,0.48303854592062795,-0.25875629260880206,1.99922016172565e-12,-0.5014692556129872,8.242057618519466e-36,,10.136012109027986,10.148135535603245,10.04385733301671,10.106415220928413,9.930358153289959,9.873841285194386,9.598092343776532,9.564011438943396
Hsp90b1,0.006301409611566921,0.9736142247836971,0.025868953378426433,0.8396196499976473,-0.46578240227104317,1.4965547834346077e-11,,10.081696134223003,9.999451786674454,10.078879820605728,9.998540293316138,10.048250839612603,10.122405679344661,9.455663587693246,9.576446475077818
Actg2,0.24207640734721203,1.6313901658699818e-08,-0.8797393364072401,1.771856146225327e-124,-2.7426869618344076,2.1704107163550807e-301,4.0,10.407229590894273,10.383855256737673,10.628866297430628,10.62993394104977,9.576973019036306,9.493247263943541,7.555205155743457,7.643867661069278
Rplp1,0.052988284336476746,0.6742589365262001,0.008041172289312278,0.9608470340635639,0.13351876542458538,0.0709011970054472,,9.894450267440895,9.897134356520567,9.858335551729716,10.019175429311751,9.979728564724178,9.863504816353265,9.910861029073645,10.02745902285054
Aldoa,-0.5861395924653083,,-1.1859483289840118,,-0.0854597713730566,0.9520942327463998,,0.5474821881248217,0.4665118340929203,0.2940176000070018,0.4160765279042405,0.21839984498941561,0.2781569545150388,0.5482685612528695,0.37886442323191927
mt-Nd4,0.15637481853616944,0.442734886642171,0.2465251594787259,0.3226452550572559,0.4704948441973729,6.047960232367737e-11,,9.691088233054607,9.745074746874463,9.952349391821098,9.77366335682567,9.847554099687168,10.106284321462184,10.033890711717879,10.219936018450447
Ldha,-0.47677225048846855,1.4258698257268452e-24,0.03281007764189388,0.7329462047575845,-0.5261944546565208,6.359146052768147e-17,,10.128026167227619,10.109521458037573,9.57993992159718,9.68748240342082,10.216501713369457,10.123127953429982,9.491370943264393,9.575724034279038
Igfbp2,-0.08217838024142188,0.26417046604495464,0.06952074888613949,0.36761892367828486,0.4559893658372045,1.2660383681040955e-10,,9.803523523925948,9.759080642890767,9.703696929497264,9.678829256814575,9.92725351930774,9.810468019750367,10.08957750370797,10.262692292452837
Flnb,0.4993089528082185,2.0483892364243633e-18,-0.2601560767844547,1.2704789583510409e-11,-1.356861026595392,4.8269788033943904e-63,4.0,10.023016846183033,10.0322817334419,10.597637569387738,10.433497244491711,9.762604991853193,9.809699097758289,8.707526621847412,8.509210522929036
Rack1,0.034647546372177,0.8056912202848717,-0.027112063577899356,0.8095797866267225,0.037893094896995126,0.6694832661398252,,9.854730796244265,9.904993184456877,9.843592150542891,9.967204095754665,9.919361119929446,9.822503618104065,9.831911198954657,9.884558572966746
Actn4,0.16103884692882237,0.005465545024688922,-0.3199053831808388,1.4537834528702932e-16,-0.8991989262447271,8.66294464701705e-46,4.0,10.092383663148068,10.082454747026295,10.282431115920557,10.196166860496067,9.827278712812133,9.745121240529965,9.07403795215177,9.184957927419502
Mmp14,0.047462855561457566,0.6022090317097938,-0.12319437338995325,0.004465605577561741,-0.1853908610250736,0.007620812203144607,,9.936337069784232,9.943577825871099,9.96806375721735,9.990345131965322,9.823683690751666,9.847277202744113,9.701094114530811,9.688758836911271
Gsn,-0.27253712025533966,2.899830385768971e-09,-0.020424280618831097,0.850331985420726,0.6099347657642978,6.503626645044594e-23,,9.748755688462591,9.739701005457402,9.431692366582837,9.495776314441576,9.766896685229423,9.718103285640005,10.252150878028132,10.335678364861753
Ccn5,-0.4808478854456648,2.2586199442348832e-27,-0.09910506337353764,0.04538530748358114,-0.154049016709689,0.028166957801571423,,9.98858502412674,10.038167971079249,9.490396228057476,9.559107961485932,9.954006991548992,9.912075971223906,9.771737574707295,9.828262746053321
Il6st,-0.6334442847966488,3.8932220223705736e-49,0.17258915320432236,1.5509027861976774e-05,1.4993581889246985,3.4192261951856815e-120,3.0,9.371968289505954,9.37974709622643,8.728578750721704,8.742328032670887,9.567577586663536,9.566184275916973,10.841997645280209,10.784614838316283
Ddb1,-0.009502938423622034,0.9552209399787859,-0.07801667420983707,0.16222213105986552,-0.36006677675734106,8.312484892250574e-08,,9.934920579711916,9.906264672792059,9.854113334355661,9.950972498449364,9.88614867781317,9.836789879730777,9.516445222580066,9.485689814417906
Canx,-0.032176269512105574,0.7963620295239745,-0.06340141671573146,0.33039496722880163,-0.32691139672220854,5.1271653109805045e-06,,9.933105440653272,9.877778884365338,9.84199400903196,9.889038509912838,9.855975339329255,9.866588894416209,9.550173550580759,9.487391939397627
Col8a1,0.08552180246294872,0.20049226720932148,-0.08539312926272118,0.11521799719656318,0.33179375391219923,2.4248356771823106e-05,,9.698586769191234,9.74135659726232,9.7900798753961,9.804417767655965,9.646044213613342,9.660558973467843,10.057204940478117,9.92093169450618
Pcolce,-0.05833500859997482,0.5689566258676851,0.05817839812171194,0.4782665055699499,0.9063928074220701,1.1930517972878885e-40,,9.50158982834935,9.556286352762184,9.415128515184511,9.509020074161931,9.653334222306698,9.557049930759883,10.29031193672449,10.457013105831539
Ctsl,-0.13606940243586668,0.020923951387011173,-0.27529164621600466,2.6033223086379227e-13,-0.15656018455654006,0.029508960320247406,,9.929468296937953,9.886741260956883,9.721527465728139,9.806304295739313,9.652650820884931,9.6517187341714,9.690639163934241,9.69395162710192
Nid1,-0.018877880880666,0.9123071229464116,-0.10294691487389643,0.02771240857990239,-0.09943178858068669,0.2640199582370815,,9.814256599582427,9.821977376028652,9.839415495953167,9.740501721390256,9.724509502749736,9.743287975939381,9.712082097716742,9.602266978391423
Tln1,0.030562333527043396,0.8389107305931988,-0.2529069139238229,1.3398381353625516e-12,-0.5805067806393568,7.973056956069684e-20,,9.930748025706206,9.938174343188797,10.011206228882484,9.899638412753752,9.703782389401415,9.69728310770168,9.301789054226322,9.287915471342025
Rrbp1,0.037807284875325566,0.8086368472717562,-0.021643947038479192,0.8470667161275841,-0.024307694396121123,0.7979765815650457,,9.77486433476585,9.734214795310056,9.849569463459224,9.715335645625816,9.737228007356242,9.766412338362844,9.669210074894654,9.672440010038558
Cdh11,-0.11368605890059702,0.06763812980080218,0.014821530565215655,0.9008470451501565,1.2650283292749664,5.615306961074296e-99,2.0,9.349773842158964,9.375548084225134,9.20809318458328,9.27340148931597,9.3921698037023,9.39994495053063,10.541834309341345,10.591773978104857
Anxa2,0.21932746090444866,6.07608611602251e-05,0.1350566608801165,0.003107265138486438,-0.6076469042814725,6.132180906833175e-21,,9.801286449812162,9.74268888813426,9.9287031500348,10.036652638446485,9.938911656217163,9.913428611502063,9.074256329774416,9.137980677586933
Anxa1,0.08437303791494982,0.2222069769088584,-0.3851516940362106,3.0422158053547808e-27,-0.6323440670293281,2.6583856078682896e-24,,9.950986705754504,9.93134104167164,9.98227945577945,10.052028987956609,9.568457777284632,9.58203152573082,9.229707077675583,9.270673637494365
Svep1,-0.028398399427996317,0.8692230405402743,0.3822942195901216,0.0008394104450227609,1.3255057514163902,2.8205131105636853e-08,3.0,9.240039689543826,9.245933755880573,9.268300287232757,9.141135380720312,9.553682498529112,9.727225932056836,10.693087721715628,10.286666419506458
Ccn4,-0.2315463706079873,4.1228160148409984e-07,0.268600463004154,4.445655484628392e-13,-0.14821025416710626,0.03572308623247889,,9.73683947923877,9.753758914004068,9.484660624061915,9.52694545751828,10.016352023422876,10.047890091972183,9.503205825713621,9.572106393782866
